freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S41;im:Trc2_S41;re:Trc3_S13;im:Trc3_S13;re:Trc4_S14;im:Trc4_S14;re:Trc5_S21;im:Trc5_S21;re:Trc6_S22;im:Trc6_S22;re:Trc7_S23;im:Trc7_S23;re:Trc8_S24;im:Trc8_S24;re:Trc9_S31;im:Trc9_S31;re:Trc10_S32;im:Trc10_S32;re:Trc11_S33;im:Trc11_S33;re:Trc12_S34;im:Trc12_S34;re:Trc13_S41;im:Trc13_S41;re:Trc14_S42;im:Trc14_S42;re:Trc15_S43;im:Trc15_S43;re:Trc16_S22;im:Trc16_S22;re:Trc17_S22;im:Trc17_S22;
2.260736272545090E+009;6.722724564739525E-001;3.560760302740896E-001;-1.531206494659959E-004;1.470498200900876E-004;1.275375451995139E-006;1.480236465535607E-007;-1.427240558425435E-004;1.320400923437692E-004;-3.293170298738878E-006;5.829474779764786E-006;-3.851736165660765E-001;2.557582769434857E-001;-1.749468650219848E-006;-6.004950525823109E-007;-1.822896401729846E-006;4.662320208331382E-006;-1.418528516029268E-005;-9.210553774054770E-006;-4.582008169534565E-006;-1.402070630066885E-006;8.631573823565054E-001;-4.903531416630038E-001;-7.657613051104281E-006;-3.360017026387540E-006;-1.531206494659959E-004;1.470498200900876E-004;-2.736724909562096E-006;7.105503679518804E-006;3.273964299210434E-006;-5.321302767478944E-006;-3.851736165660765E-001;2.557582769434857E-001;-3.851736165660765E-001;2.557582769434857E-001;
2.276767735470942E+009;6.930955821125354E-001;3.092631117567905E-001;-2.391838956605919E-005;1.556051323771013E-004;-1.251571631746652E-006;-2.046682822115087E-007;-1.647805737774691E-005;1.310994066978190E-004;2.528353248270509E-006;6.455520640312918E-006;-3.349741159132768E-001;3.039448888780066E-001;1.067731137091177E-006;1.336725427851978E-006;1.826549369469664E-006;-6.106818426882810E-006;1.745155361110832E-006;-9.524260058433268E-006;4.588574093932153E-006;1.446589138680689E-006;8.600588038831775E-001;-4.944108241265501E-001;1.375961376436191E-008;2.985061549800014E-006;-2.391838956605919E-005;1.556051323771013E-004;1.984953936232940E-006;-5.663612880490281E-006;-4.230482145220967E-006;-4.870198761544353E-006;-3.349741159132768E-001;3.039448888780066E-001;-3.349741159132768E-001;3.039448888780066E-001;
2.292799198396793E+009;7.503482156035258E-001;2.255696276733839E-001;3.314106966249341E-005;3.814978986425050E-005;-1.609337303176017E-006;-1.088996988151080E-006;2.461407985161906E-005;4.225468973292632E-005;-5.799704204357946E-006;2.559648438763080E-006;-2.788703996469265E-001;3.438273716492132E-001;3.224544649211157E-006;-2.199841473369104E-007;7.068555215348487E-006;9.572419984434934E-006;4.642599179710707E-006;-1.274238533454756E-005;-5.010819908172608E-006;-1.330202092623031E-007;8.568484837984578E-001;-4.987805819151561E-001;1.796841408380112E-005;-2.316561365690041E-005;3.314106966249341E-005;3.814978986425050E-005;6.861010019420412E-006;-1.108068671281676E-006;-9.017090801696283E-006;1.207145775577756E-005;-2.788703996469265E-001;3.438273716492132E-001;-2.788703996469265E-001;3.438273716492132E-001;
2.308830661322645E+009;7.576890283438325E-001;1.955928309470516E-001;5.207619890150264E-005;-7.401774037557851E-005;-9.083581521946861E-007;-4.940024407126378E-006;5.594862858982508E-005;-7.332370334349276E-005;3.361181845438053E-007;-5.824154992067721E-007;-2.177160917333326E-001;3.738014588346544E-001;-6.754649249789498E-007;2.334110356230828E-006;-4.711391888880914E-006;-1.428921001874849E-006;5.968980161775271E-006;-6.100963329833891E-006;-1.165608364087453E-006;1.692023261011059E-006;8.536811683879773E-001;-5.020379492221668E-001;-4.331074000443677E-005;1.627771840472369E-005;5.207619890150264E-005;-7.401774037557851E-005;1.067668744327614E-007;1.803479442882965E-006;2.296990787175045E-005;1.033713011146665E-005;-2.177160917333326E-001;3.738014588346544E-001;-2.177160917333326E-001;3.738014588346544E-001;
2.324862124248497E+009;7.927967258418399E-001;8.426798518148672E-002;4.124208171263425E-005;-1.897640742140418E-004;-3.793082999050004E-006;2.039662107490633E-006;2.620329366692831E-005;-1.854077660803541E-004;2.285141538067606E-006;1.808028072283862E-006;-1.539599494309940E-001;3.935525772140009E-001;5.568004421254303E-007;-1.898968254836802E-006;1.296870440627490E-005;-4.080043551122074E-006;2.006033293300222E-006;2.053620652923412E-006;9.731292836283478E-006;-6.082490368838571E-006;8.507772413001818E-001;-5.042573919720977E-001;2.185438268101666E-005;2.544639276123704E-006;4.124208171263425E-005;-1.897640742140418E-004;7.256265337309871E-006;-1.354823737466263E-005;2.331702852240679E-006;-1.070155968624238E-005;-1.539599494309940E-001;3.935525772140009E-001;-1.539599494309940E-001;3.935525772140009E-001;
2.340893587174349E+009;8.039451850948299E-001;7.316642979581488E-002;-1.097753155825992E-004;-2.209010098944691E-004;-1.592933225590847E-006;-1.187267946041334E-006;-1.104265737531309E-004;-2.295801145514377E-004;-9.685461186373209E-006;6.182707069847580E-006;-8.810499281931407E-002;4.028902699137887E-001;2.792262866948121E-006;-1.362965831201678E-006;-1.064323525527816E-005;-3.907924172480597E-006;1.267813833649350E-007;-4.299281549831317E-007;4.573545115360806E-006;-3.651641071326632E-006;8.493426981094627E-001;-5.065669461032311E-001;1.067606346162699E-007;-2.609104486069402E-005;-1.097753155825992E-004;-2.209010098944691E-004;-5.807194997585122E-006;-1.353097800922265E-005;-7.662918750880632E-006;-1.180020485849162E-005;-8.810499281931407E-002;4.028902699137887E-001;-8.810499281931407E-002;4.028902699137887E-001;
2.356925050100200E+009;7.974125586665277E-001;-5.063109855384172E-002;-1.822211445689955E-004;-1.334917544706037E-004;1.932121914807422E-006;6.627087315467855E-007;-1.782511931610226E-004;-1.377780381671842E-004;1.089161934101275E-006;-1.257774193350309E-006;-2.249555864211018E-002;4.017452753508122E-001;-2.734356630002188E-007;-7.509106573153587E-007;2.041446494039497E-006;-8.206604631018524E-006;-8.336505415889370E-006;3.274595253015997E-006;-4.951301139763034E-006;-4.942961683543677E-006;8.480835504188723E-001;-5.095671247111009E-001;-2.763620394404727E-005;1.930267768591134E-005;-1.822211445689955E-004;-1.334917544706037E-004;-3.426847310260483E-008;-4.859696503486797E-006;-1.549835008726903E-005;9.341023543838893E-006;-2.249555864211018E-002;4.017452753508122E-001;-2.249555864211018E-002;4.017452753508122E-001;
2.372956513026052E+009;8.307109015153131E-001;-7.467561713567431E-002;-2.178901543381206E-004;1.065186549799105E-005;-1.546042263223083E-006;-2.005763177947755E-006;-2.103213999455759E-004;3.910155431159258E-006;2.015909069475711E-007;-5.817487794755854E-006;4.133861213586876E-002;3.904117167127561E-001;-3.867000391534161E-007;-2.057719091901275E-006;-1.034117232547191E-005;8.635482097807213E-006;-5.785071892668637E-006;-2.250325643435701E-006;-4.600878908508850E-006;5.527957343039229E-006;8.461944720030702E-001;-5.132964497532283E-001;1.208946222541996E-006;-2.034200758824664E-005;-2.178901543381206E-004;1.065186549799105E-005;-6.974249932784685E-006;3.272946771437307E-006;5.476652673382806E-006;-5.245565736624580E-006;4.133861213586876E-002;3.904117167127561E-001;4.133861213586876E-002;3.904117167127561E-001;
2.388987975951904E+009;8.023601639795317E-001;-1.403151574214733E-001;-1.326086271292835E-004;9.427639090164476E-005;-1.850886452067905E-006;2.203526599267562E-006;-1.218014207005094E-004;8.750022400881712E-005;-1.045782225398869E-005;1.463186773164803E-006;1.023828503378844E-001;3.696001545782454E-001;3.707965123296233E-006;-2.013605792942589E-006;-5.987147464387150E-007;7.016219212902601E-006;-1.989817234577301E-006;-5.739801494610080E-006;2.963100165355627E-006;7.287645529467175E-006;8.436036807856460E-001;-5.171984543714443E-001;9.757407362269295E-006;-4.102673925524396E-006;-1.326086271292835E-004;9.427639090164476E-005;-4.097616446018227E-006;1.450014783189570E-006;1.709157112854738E-006;1.907061512763436E-006;1.023828503378844E-001;3.696001545782454E-001;1.023828503378844E-001;3.696001545782454E-001;
2.405019438877755E+009;8.042032756333131E-001;-2.022976690829979E-001;-1.085947941559792E-004;1.338768476055151E-004;5.923294090191287E-008;-3.161284599885218E-006;-1.212611133730563E-004;1.277387152019195E-004;4.724996013871477E-006;3.167783476183174E-006;1.585546505095514E-001;3.391196736719536E-001;1.398911167332417E-006;1.554395811856993E-006;-3.982877354855543E-006;-3.003886995510157E-006;2.104960067973566E-006;2.117855591221115E-007;-5.980623136784935E-006;2.669057877664179E-006;8.409557561553270E-001;-5.209559769513782E-001;-3.268074589522322E-006;2.142271948005780E-005;-1.085947941559792E-004;1.338768476055151E-004;-1.987720099318537E-006;5.641158914898830E-006;-6.731614809052333E-006;-4.516404656560817E-006;1.585546505095514E-001;3.391196736719536E-001;1.585546505095514E-001;3.391196736719536E-001;
2.421050901803607E+009;7.743383399492564E-001;-2.793593176697684E-001;-1.248421956459169E-005;1.021377982245223E-004;2.373272143466286E-006;-8.021403118123218E-008;-9.339118401457170E-006;1.073050358738479E-004;-2.440823985239416E-007;6.737830909078886E-007;2.089756386221055E-001;3.008294154156521E-001;1.523837256610181E-006;1.058634339444199E-006;5.431527932854541E-006;-3.458818821687111E-006;-1.046389469188665E-007;-2.840732106319064E-006;2.370216504298004E-006;7.394719268797127E-006;8.387442332472130E-001;-5.247647344369474E-001;1.696895965660727E-005;6.623800480232107E-006;-1.248421956459169E-005;1.021377982245223E-004;5.120818691852503E-006;-1.000066537760027E-005;-2.531276363751897E-006;-2.669211554770058E-007;2.089756386221055E-001;3.008294154156521E-001;2.089756386221055E-001;3.008294154156521E-001;
2.437082364729459E+009;7.642329999728366E-001;-3.387557955950087E-001;6.303712473150929E-005;5.741531282029258E-005;3.211366398906045E-006;1.344072758351848E-006;6.466396127260018E-005;4.728798170403758E-005;1.210202738176557E-005;-4.005865267589827E-006;2.527800717745313E-001;2.545608108877765E-001;-3.994073958961274E-006;8.201729789061769E-007;-5.210073440957049E-006;-3.399591163321381E-006;5.056570580791263E-007;-8.306321261593808E-007;-4.650050723482859E-006;1.792581841985475E-006;8.367983969343996E-001;-5.284623083579242E-001;-1.671889294796632E-006;-1.972178852273558E-005;6.303712473150929E-005;5.741531282029258E-005;-1.801673408577542E-006;8.623177461324214E-007;-7.901689789506646E-006;1.180146867579227E-005;2.527800717745313E-001;2.545608108877765E-001;2.527800717745313E-001;2.545608108877765E-001;
2.453113827655311E+009;7.266323153833072E-001;-4.086500934315955E-001;8.749831839839704E-005;-1.004405851005905E-004;5.770184620568680E-007;-2.654116212128696E-006;7.639060711628839E-005;-1.005374791088787E-004;1.024563947789502E-005;-9.664506148994390E-006;2.878185689621303E-001;2.024166362438168E-001;-3.615243721715531E-007;1.718327975856374E-006;-1.942906370987608E-006;5.273461626317310E-006;1.100756735932712E-005;5.167567427989470E-007;1.038733393457055E-006;-2.898930541719563E-006;8.341457852758962E-001;-5.319152421623459E-001;-2.358968844096267E-006;2.415059470137495E-005;8.749831839839704E-005;-1.004405851005905E-004;-1.716418926771590E-006;2.478724988421710E-006;1.461008018183213E-005;-1.109924240872197E-006;2.878185689621303E-001;2.024166362438168E-001;2.878185689621303E-001;2.024166362438168E-001;
2.469145290581163E+009;7.112164964091052E-001;-4.555674619178854E-001;9.562542699521621E-006;-1.975969495617283E-004;8.667067971792489E-007;2.097323272178388E-006;5.269285868304661E-006;-1.875084414262100E-004;-2.877227827494030E-006;-7.221628905415842E-007;3.139967351430889E-001;1.460150179364887E-001;-1.122021177623554E-006;9.283139464409955E-007;-2.151397128315578E-006;-2.186849883222293E-006;3.695233918682312E-006;2.743842558286041E-007;2.006481478026207E-006;-3.569581093826011E-006;8.315984996687306E-001;-5.346705051549154E-001;1.644993404634451E-005;-7.529005377497616E-006;9.562542699521621E-006;-1.975969495617283E-004;-8.651909610819842E-007;-4.241039643980826E-006;-1.425802921533493E-006;-1.297691126528158E-006;3.139967351430889E-001;1.460150179364887E-001;3.139967351430889E-001;1.460150179364887E-001;
2.485176753507014E+009;6.631458418261244E-001;-5.172557978507296E-001;-8.557501897280730E-005;-1.701278543367318E-004;-2.459806265831623E-006;6.841989290129296E-008;-8.236591217930842E-005;-1.573676023688880E-004;3.949796982878995E-006;5.905036994824420E-006;3.300876826197745E-001;8.631704835064780E-002;-3.410781478344921E-006;-2.288084675874708E-007;2.758281612469641E-006;5.986405783153185E-006;7.760903734900517E-006;-4.592096929095105E-006;-7.555951288579802E-007;-1.369762545756249E-007;8.292865098188135E-001;-5.367252561413167E-001;-1.151070538088887E-005;-4.636886930317958E-006;-8.557501897280730E-005;-1.701278543367318E-004;8.581507095093748E-007;1.195237868482537E-005;-4.696745538399883E-006;-1.041770943274901E-005;3.300876826197745E-001;8.631704835064780E-002;3.300876826197745E-001;8.631704835064780E-002;
2.501208216432866E+009;6.434724404625070E-001;-5.586707159412020E-001;-1.358968726641782E-004;-1.033248811119932E-004;4.610755685279407E-007;-2.953358143254644E-006;-1.311670949192902E-004;-8.916115761536502E-005;5.982739066015278E-006;1.116208183563866E-006;3.366051578347353E-001;2.478749677982178E-002;-1.062649971127161E-006;-4.621861433294051E-007;7.098014109492440E-006;-8.264777632685259E-008;-6.576316091127108E-006;-4.045263841384546E-006;2.851191164530028E-006;-7.814338179735528E-007;8.279602642087081E-001;-5.385397581450115E-001;1.098167752339814E-006;1.771455615032295E-005;-1.358968726641782E-004;-1.033248811119932E-004;7.179918897338563E-006;-8.458967363824456E-007;-7.230916398494621E-006;9.059826614665994E-006;3.366051578347353E-001;2.478749677982178E-002;3.366051578347353E-001;2.478749677982178E-002;
2.517239679358717E+009;5.915958801098074E-001;-6.028253373604779E-001;-1.717099474269100E-004;2.651820880173469E-006;-9.675623307839989E-007;-6.778839020891544E-007;-1.778501796991789E-004;2.821553583226703E-006;-1.346944828027570E-006;3.334248226814032E-006;3.332538398120214E-001;-3.648416646480160E-002;1.761437782067242E-006;3.709371573668853E-006;6.472400147620271E-007;-1.580045877421447E-006;1.190373207124499E-006;-1.068222787358723E-007;-2.653409521691514E-006;-2.864009027961560E-006;8.267639963658218E-001;-5.419803215500739E-001;1.080002914465473E-005;-1.301810815813877E-005;-1.717099474269100E-004;2.651820880173469E-006;5.427945446578781E-006;-1.776545618561570E-007;3.215593384004046E-006;1.757730739505094E-006;3.332538398120214E-001;-3.648416646480160E-002;3.332538398120214E-001;-3.648416646480160E-002;
2.533271142284569E+009;5.549967864715418E-001;-6.392601318539112E-001;-1.250904993021543E-004;1.429369128959730E-004;-2.352967390101990E-006;-6.362618572209837E-008;-1.340419701905252E-004;1.266374286964168E-004;-2.059747200637729E-006;2.896543293274639E-006;3.195023960704397E-001;-9.581799797843388E-002;2.006799163077931E-006;2.732518834461302E-006;6.996841251194147E-006;3.231976019329348E-006;-1.071733151326385E-006;1.986443723322359E-006;6.804710099051113E-006;5.652969503405575E-006;8.257615885124386E-001;-5.457216507764024E-001;-1.594278089174962E-005;1.723909642223803E-006;-1.250904993021543E-004;1.429369128959730E-004;7.278225811260076E-006;2.517135996598032E-006;2.603866776981989E-006;-6.175895152308779E-006;3.195023960704397E-001;-9.581799797843388E-002;3.195023960704397E-001;-9.581799797843388E-002;
2.549302605210421E+009;4.863194069985804E-001;-6.895447537423175E-001;-4.759767968711238E-005;1.772886474376614E-004;-1.266171138655369E-006;2.144871460231271E-007;-6.599948484911731E-005;1.970320043698643E-004;-7.165180010202169E-006;5.159490965366768E-006;2.971376252368456E-001;-1.518990281807859E-001;5.789961428939845E-008;-2.895461259151964E-006;-8.559858576220481E-006;-9.388820216950068E-006;2.597958404311201E-006;1.762443218806349E-006;-5.819731447885962E-006;-7.549763271331648E-006;8.244922509919115E-001;-5.484563978459269E-001;-1.078113645962693E-005;-7.998527121015979E-006;-4.759767968711238E-005;1.772886474376614E-004;-4.695757005815040E-006;-3.871003329658488E-006;3.398401111599303E-007;3.831502794306617E-006;2.971376252368456E-001;-1.518990281807859E-001;2.971376252368456E-001;-1.518990281807859E-001;
2.565334068136272E+009;4.487183294779882E-001;-7.207055560934851E-001;5.538609440866564E-005;2.166643761949208E-004;-1.824613885915490E-006;2.290003853727279E-006;5.367865101005399E-005;2.201978423640066E-004;9.902475954252618E-006;2.221304443187099E-006;2.654344749807258E-001;-2.041308628147374E-001;-7.429169632316299E-008;2.165598274557235E-006;4.687341973295489E-007;-5.543593818662016E-006;3.330039257487256E-006;4.493710374702023E-006;-1.295871357253194E-006;-4.290592499375014E-006;8.250179809882967E-001;-5.513810089466188E-001;1.314838196550916E-005;-1.588907228351960E-006;5.538609440866564E-005;2.166643761949208E-004;-1.894599939777685E-006;-3.008064290301649E-007;7.634323909157916E-007;-4.880627667782334E-006;2.654344749807258E-001;-2.041308628147374E-001;2.654344749807258E-001;-2.041308628147374E-001;
2.581365531062124E+009;3.715644402566289E-001;-7.567337614831966E-001;1.252053482583054E-004;2.317393521320032E-004;1.415434110461849E-007;7.536993843299616E-008;1.261620062744401E-004;2.418488982595219E-004;-2.437414442154168E-007;-1.820600125172231E-007;2.256986113941081E-001;-2.502899709909600E-001;4.638214731347668E-007;3.898217638405006E-006;-3.409550020805610E-006;-4.118968356889502E-006;-7.366141405120194E-006;1.172779552509600E-006;9.523491116340417E-007;-2.304128267866017E-006;8.266001345401582E-001;-5.574892497589736E-001;2.841747073999772E-006;-1.869376327904948E-005;1.252053482583054E-004;2.317393521320032E-004;-2.526429772303684E-006;-1.208144336168936E-005;-1.173919766136470E-005;7.128925454491572E-006;2.256986113941081E-001;-2.502899709909600E-001;2.256986113941081E-001;-2.502899709909600E-001;
2.597396993987976E+009;3.207129226845757E-001;-7.859338064397379E-001;1.724105230932176E-004;1.126742178433217E-004;4.857646445527493E-007;-1.845209422528121E-006;1.943335532979003E-004;1.084668157322611E-004;-2.139537412640016E-006;7.620917142674830E-007;1.796908817109656E-001;-2.899920837337773E-001;-1.424704213439916E-006;-2.367149467661631E-006;-6.910604466350977E-006;3.335731785820537E-006;-3.670639128846749E-006;6.548664669217688E-006;3.236173297936549E-006;3.015574767887506E-006;8.252642757038439E-001;-5.661313965602811E-001;-4.511638148156897E-007;1.311911906447068E-005;1.724105230932176E-004;1.126742178433217E-004;6.159578504717763E-007;-1.593186043341228E-006;7.625130851827900E-006;3.198428457491329E-006;1.796908817109656E-001;-2.899920837337773E-001;1.796908817109656E-001;-2.899920837337773E-001;
2.613428456913827E+009;2.555586191165571E-001;-8.149094857126831E-001;1.618792822011287E-004;3.980340538089498E-005;-1.172244403383078E-007;-5.769327115457068E-007;1.587579095441509E-004;4.199142575839188E-005;1.956105084618759E-006;3.527889579268917E-006;1.275530584587747E-001;-3.213857876036255E-001;7.750144186225064E-007;1.471034401644587E-006;-5.145672778956610E-007;7.163787756103753E-006;3.184669330121120E-006;6.897200925469426E-007;2.028731360016762E-006;-2.054805961216053E-006;8.205498890305139E-001;-5.745665338516799E-001;1.427930937849219E-005;2.040257977807352E-006;1.618792822011287E-004;3.980340538089498E-005;-4.250740262582266E-006;3.486333970243058E-006;6.841645413577378E-006;-5.085286765255566E-006;1.275530584587747E-001;-3.213857876036255E-001;1.275530584587747E-001;-3.213857876036255E-001;
2.629459919839679E+009;2.222408633246643E-001;-8.183202913414911E-001;1.699237836686427E-004;1.111248754831223E-005;2.533668305925785E-006;4.185331010389196E-006;1.718365364970038E-004;1.147282413096439E-005;-2.380753020905976E-007;-4.785368035319334E-006;7.131685790613150E-002;-3.438522593370715E-001;3.453425621083330E-007;2.383528827334530E-006;2.817351172987903E-006;6.805313285081018E-006;1.409953093097508E-006;1.050147291185692E-005;2.522553542256380E-007;-6.626536403353128E-006;8.141431464337324E-001;-5.821628573631114E-001;-1.606716178500886E-005;4.193213345911055E-007;1.699237836686427E-004;1.111248754831223E-005;2.741592468358178E-006;-1.628702951234976E-006;-4.698183745940905E-006;1.743681623478236E-006;7.131685790613150E-002;-3.438522593370715E-001;7.131685790613150E-002;-3.438522593370715E-001;
2.645491382765531E+009;1.403580115512524E-001;-8.385771131298971E-001;9.274169194720898E-005;-7.203119175939634E-005;-1.635823717544147E-006;2.133420556542221E-006;8.027719280008374E-005;-6.672987550234646E-005;1.274260795918513E-005;5.570294204694846E-007;1.164110754121558E-002;-3.568572518059308E-001;1.168732484349523E-006;3.727192075802300E-006;-9.259371425834427E-006;7.652573641618462E-006;-1.106151975280539E-005;8.140440556787279E-007;2.266815183194822E-006;-3.522140287981246E-006;8.058576151797638E-001;-5.896285771639880E-001;9.486946989308107E-007;2.395754518135213E-006;9.274169194720898E-005;-7.203119175939634E-005;-2.653693157908976E-006;4.933570860889897E-006;5.763206828283644E-008;5.697374040263405E-007;1.164110754121558E-002;-3.568572518059308E-001;1.164110754121558E-002;-3.568572518059308E-001;
2.661522845691382E+009;1.116681863489533E-001;-8.389444543546490E-001;2.795877808403347E-006;-3.793602129924611E-005;1.239380582549378E-006;-6.370552804042822E-007;9.791993643558301E-006;-4.251765655277672E-005;1.365512208972574E-006;-8.630570051622133E-006;-4.928457162798101E-002;-3.588898937078763E-001;-1.041008586062383E-006;2.077279458439650E-006;-1.416995275309810E-006;1.682197439819144E-006;-5.014047616323252E-006;1.754269956848312E-006;-5.846792631343920E-006;-8.668874500791916E-006;7.986370019339283E-001;-5.957850106616019E-001;6.219530386557749E-006;9.692794733075203E-007;2.795877808403347E-006;-3.793602129924611E-005;-1.656883414206349E-006;7.231238882817451E-006;6.072174082237933E-007;6.540699682206269E-006;-4.928457162798101E-002;-3.588898937078763E-001;-4.928457162798101E-002;-3.588898937078763E-001;
2.677554308617234E+009;1.707719173013015E-002;-8.428499505791455E-001;-6.279765870789823E-005;2.277160055507248E-005;2.862047030022175E-006;-8.477560207927595E-007;-6.153925463359234E-005;2.681986929495511E-005;-4.754699640220583E-006;6.644819687411280E-006;-1.099286517933519E-001;-3.515382664684847E-001;6.268144891587018E-008;1.370141951521153E-006;5.667446079110067E-007;-1.560088945371884E-006;8.370278256209872E-006;-6.308022564139431E-006;3.275710943236757E-006;4.870744374870111E-006;7.932624785743527E-001;-6.008635165145103E-001;-7.501365035472646E-006;-1.268133753809861E-006;-6.279765870789823E-005;2.277160055507248E-005;-2.267000776310330E-006;4.369505460386083E-006;4.762640132344508E-006;1.564513758218489E-006;-1.099286517933519E-001;-3.515382664684847E-001;-1.099286517933519E-001;-3.515382664684847E-001;
2.693585771543086E+009;-2.044676250075886E-002;-8.404151016599593E-001;-7.036695064823717E-005;1.139996177764396E-004;-1.166733576326088E-006;7.112628242704840E-007;-6.651999781893381E-005;1.092350992645612E-004;-1.007910077607831E-006;3.166586395305405E-006;-1.695601970126384E-001;-3.339153596851576E-001;-2.427450947929261E-007;-2.062538475929988E-006;5.088489580058924E-006;1.216475201947990E-006;1.196651408059950E-006;-6.560421626675406E-006;-2.184034283788314E-007;5.645131926674420E-006;7.895722448413372E-001;-6.048550709257965E-001;-5.325263583217551E-006;9.726655780111339E-007;-7.036695064823717E-005;1.139996177764396E-004;-3.537413171805760E-006;6.273164869855533E-006;7.452214881908341E-007;4.181136332167031E-008;-1.695601970126384E-001;-3.339153596851576E-001;-1.695601970126384E-001;-3.339153596851576E-001;
2.709617234468938E+009;-1.254519976425259E-001;-8.271083141621971E-001;-1.068249993891687E-004;1.648463302380684E-004;-1.815866209254087E-007;-2.865591824255998E-006;-1.096576536517099E-004;1.650170608439277E-004;-3.006955122719744E-006;2.167066499869620E-006;-2.258811410667156E-001;-3.070969958282063E-001;-2.549058332272882E-006;1.395026639565641E-006;-5.849880249941634E-006;-4.424909465745070E-006;1.068541456921403E-005;-3.488907421729668E-006;-3.158697588660353E-006;3.441831123696493E-006;7.843948013476749E-001;-6.082311625556673E-001;1.288916548272926E-005;-7.660533020838513E-007;-1.068249993891687E-004;1.648463302380684E-004;-2.631065075372750E-006;-2.228632509221088E-006;-5.426111074308803E-006;-4.152469151208009E-006;-2.258811410667156E-001;-3.070969958282063E-001;-2.258811410667156E-001;-3.070969958282063E-001;
2.725648697394790E+009;-1.567580009161550E-001;-8.292862902652290E-001;-2.661639706167288E-005;2.243373073700865E-004;3.680798583363179E-006;2.059552000211676E-006;-2.677475578463976E-005;2.339742542771693E-004;-5.604852762868454E-006;-2.929146471081207E-006;-2.771756698115481E-001;-2.722282569294305E-001;-9.439011763726770E-007;2.146610730081950E-006;1.057459358622943E-005;9.453344601466307E-006;-1.361381466554723E-005;-8.592908599306904E-006;4.784214177988544E-006;-2.633771604055309E-006;7.809655959930700E-001;-6.095983493508143E-001;-2.101684984933257E-005;6.764880705976095E-006;-2.661639706167288E-005;2.243373073700865E-004;1.031841604326663E-005;9.367412325603472E-006;1.299477915779185E-008;2.469328983958454E-006;-2.771756698115481E-001;-2.722282569294305E-001;-2.771756698115481E-001;-2.722282569294305E-001;
2.741680160320641E+009;-2.439247680561543E-001;-8.013804713812939E-001;1.422463803025152E-005;2.261577963979318E-004;-3.232725897600623E-007;1.496895979891369E-006;8.542952644358730E-006;2.314829926053706E-004;-2.815653968591028E-006;4.234863840189303E-007;-3.225723375992811E-001;-2.297980016701238E-001;1.733022723109817E-007;-1.275863102762117E-006;7.918441608592360E-006;-9.302480317301422E-006;-3.218379792914177E-006;-4.716721866844127E-006;-5.252279546932544E-006;2.445457079959711E-006;7.774220451308649E-001;-6.116593711608797E-001;-9.390735944215677E-007;1.080083373589247E-005;1.422463803025152E-005;2.261577963979318E-004;-3.747046385180658E-007;-1.122217511624854E-005;9.325472028581499E-007;2.218353725558002E-006;-3.225723375992811E-001;-2.297980016701238E-001;-3.225723375992811E-001;-2.297980016701238E-001;
2.757711623246493E+009;-2.582158535754953E-001;-8.006707616730269E-001;8.501751848293248E-005;1.688643924013383E-004;6.811484943970315E-007;-3.879032060626418E-007;7.290939827858850E-005;1.770815723350073E-004;4.626204645487329E-006;2.320753477455989E-006;-3.596787362298024E-001;-1.812082068235834E-001;-2.829277620741028E-007;-3.824551237497644E-006;3.374892628196840E-006;-1.123530305780591E-005;-5.614575532432738E-007;-5.514666494025240E-006;7.725327111046540E-006;3.997017288372944E-006;7.731066200773773E-001;-6.142915057778664E-001;1.365190464615372E-005;1.959219771652110E-006;8.501751848293248E-005;1.688643924013383E-004;5.001633181135165E-006;-1.339836616026003E-005;5.129351408330628E-006;-1.743901847701434E-006;-3.596787362298024E-001;-1.812082068235834E-001;-3.596787362298024E-001;-1.812082068235834E-001;
2.773743086172345E+009;-3.474863744422657E-001;-7.461941054531880E-001;1.233045838743861E-004;1.245730872474650E-004;-6.355981802005572E-006;1.563986713685119E-007;1.055465384721548E-004;1.321148428403275E-004;1.241587712723603E-005;-1.118152484268079E-006;-3.885167372708882E-001;-1.272543450002104E-001;-9.792474463470889E-007;-2.800920249582433E-006;-6.028555910492747E-006;-5.374777573098794E-006;4.640142943548634E-006;-8.595233888169811E-006;6.672948833467801E-006;5.129379423043088E-007;7.694054194758850E-001;-6.161255756681012E-001;-2.373753361275840E-005;1.216975324160152E-005;1.233045838743861E-004;1.245730872474650E-004;-5.199254408828843E-006;2.803553849428841E-007;-4.100743522139843E-006;-5.006690888235488E-006;-3.885167372708882E-001;-1.272543450002104E-001;-3.885167372708882E-001;-1.272543450002104E-001;
