freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S41;im:Trc2_S41;re:Trc3_S13;im:Trc3_S13;re:Trc4_S14;im:Trc4_S14;re:Trc5_S21;im:Trc5_S21;re:Trc6_S22;im:Trc6_S22;re:Trc7_S23;im:Trc7_S23;re:Trc8_S24;im:Trc8_S24;re:Trc9_S31;im:Trc9_S31;re:Trc10_S32;im:Trc10_S32;re:Trc11_S33;im:Trc11_S33;re:Trc12_S34;im:Trc12_S34;re:Trc13_S41;im:Trc13_S41;re:Trc14_S42;im:Trc14_S42;re:Trc15_S43;im:Trc15_S43;re:Trc16_S22;im:Trc16_S22;re:Trc17_S22;im:Trc17_S22;
4.296732064128256E+009;2.693704885290895E-001;-5.749174980073996E-001;9.158899565226768E-005;1.008136771816668E-004;3.119466901934531E-006;-6.395107206063673E-006;8.512014086034062E-005;9.970978422004049E-005;-3.417191709973893E-005;-3.646410734071102E-005;2.370263730245497E-001;2.146946306801141E-001;3.653607302427751E-007;-3.080408358317382E-006;7.584605144213242E-006;6.718593855920057E-006;-1.457508042866248E-005;1.231614564821959E-005;-1.241230912479060E-005;-5.560417649600478E-006;5.272167678261339E-001;-8.257778794232411E-001;-4.313921135664628E-007;-1.653227419641074E-005;9.158899565226768E-005;1.008136771816668E-004;-5.251801412785510E-006;3.442959180683014E-005;-9.193223386761244E-006;-1.239229226259600E-005;2.370263730245497E-001;2.146946306801141E-001;2.370263730245497E-001;2.146946306801141E-001;
4.312763527054108E+009;2.234601662171456E-001;-6.300447778472686E-001;3.104756070695215E-005;6.338207868884918E-005;-2.500211932917956E-006;8.932296102187637E-006;3.444487616639112E-006;4.280096266114276E-005;4.182674816855935E-005;2.426125048561848E-005;2.715910048989126E-001;1.742171129351336E-001;8.500793032957053E-006;5.924203566469875E-006;-1.634511648698365E-005;1.354914481979670E-005;-3.499514918746308E-005;-1.085553356153051E-005;-4.824781414000009E-006;1.701377409899080E-005;5.278699911183248E-001;-8.261141859633188E-001;-2.029869430519216E-005;1.495816041464153E-005;3.104756070695215E-005;6.338207868884918E-005;-1.056415873623428E-006;-1.104627476234482E-005;2.645200963200528E-006;3.144028364302275E-006;2.715910048989126E-001;1.742171129351336E-001;2.715910048989126E-001;1.742171129351336E-001;
4.328794989979960E+009;2.053743753095856E-001;-5.838654300014726E-001;5.911997913198254E-005;-2.365894251312344E-006;-9.659259159505330E-007;-1.920615849936558E-006;4.149505510888699E-005;2.433751445267115E-005;-1.475084592812741E-005;-2.035805951990507E-005;2.987835777766763E-001;1.263170104308089E-001;-1.553841731320862E-005;-3.564463148897250E-006;-5.151494980909554E-007;1.411314611315016E-005;-2.342251219325933E-005;3.235532136142050E-005;-1.666595741800179E-006;2.595728804916035E-006;5.290338744051197E-001;-8.293717732126674E-001;1.099796868096755E-005;1.750635169581106E-005;5.911997913198254E-005;-2.365894251312344E-006;3.210435785298018E-005;5.248550959200990E-007;-4.249588834652813E-006;5.566998211345969E-006;2.987835777766763E-001;1.263170104308089E-001;2.987835777766763E-001;1.263170104308089E-001;
4.344826452905811E+009;1.053780344494500E-001;-5.993558825192431E-001;5.555581169749307E-005;-8.522986463620396E-005;-8.023886747735280E-006;-8.039011679426007E-006;5.886557660924319E-005;-1.486730929427149E-005;-1.117881577445513E-005;7.283411132966835E-006;3.183786122785155E-001;7.563975335538264E-002;1.570173136512862E-005;2.480453532294852E-006;2.396872268057706E-005;6.636723498047823E-006;-1.778112942115843E-006;-3.833755322456704E-005;4.239245780251891E-006;-1.598683682493867E-006;5.324335259603319E-001;-8.323314069706375E-001;-1.783642256209205E-005;1.148620163518176E-005;5.555581169749307E-005;-8.522986463620396E-005;2.127069792230752E-005;3.713279405560280E-006;8.130998096758032E-006;2.296949171084833E-006;3.183786122785155E-001;7.563975335538264E-002;3.183786122785155E-001;7.563975335538264E-002;
4.360857915831663E+009;8.810190692451787E-002;-6.028514751856379E-001;7.428981128890627E-005;-5.292830620215581E-005;1.938332401475421E-006;6.507526171881030E-006;5.648071278110940E-005;-4.116498442943757E-005;1.589082870824905E-005;9.828113453075034E-006;3.295938799514580E-001;2.157527455769162E-002;-3.607941842351402E-006;3.847684969143885E-006;-4.771928997026469E-006;-1.808352407781610E-006;2.200210533300277E-005;1.354299919239418E-005;-5.825452155191166E-006;-1.308487103191687E-005;5.372553931894074E-001;-8.342913772119540E-001;-1.156723846034135E-005;5.384163494441155E-006;7.428981128890627E-005;-5.292830620215581E-005;-1.687318734034023E-005;9.133456973514410E-006;4.681145362894917E-006;-1.380593272667438E-005;3.295938799514580E-001;2.157527455769162E-002;3.295938799514580E-001;2.157527455769162E-002;
4.376889378757515E+009;1.817956157922246E-002;-5.626074277997385E-001;7.714576430328521E-005;-4.526580938525887E-005;-5.499918424197950E-006;-2.587609244235287E-006;4.599261657977926E-005;-1.033750204242733E-004;-8.637791102614100E-007;1.653766074110385E-005;3.325631217926270E-001;-3.442670408126339E-002;-6.919523828137510E-006;1.732983141458340E-008;-1.122452043672857E-005;1.071552450068787E-005;-3.694338284731742E-006;-2.062190455730561E-006;1.620846273293322E-006;3.535971985197150E-006;5.360340553145938E-001;-8.363815501105181E-001;-2.156780016592793E-006;9.308664751702182E-006;7.714576430328521E-005;-4.526580938525887E-005;5.894025758222316E-006;-1.210812561596952E-006;8.642656415280307E-006;8.048000568951162E-006;3.325631217926270E-001;-3.442670408126339E-002;3.325631217926270E-001;-3.442670408126339E-002;
4.392920841683367E+009;-6.334446643263922E-002;-5.702557444044930E-001;4.250226858432789E-005;-7.238402546058223E-005;-9.576174469026188E-007;1.092738719216840E-005;-4.953674299421256E-006;-1.626511717358327E-004;-3.314508262396338E-007;-1.326755675221923E-005;3.269519100028425E-001;-8.930797428631489E-002;7.768755577590518E-006;-2.256151571995998E-006;-1.959577549230399E-005;4.574712528163157E-006;7.031847564643335E-006;6.367965210818213E-006;1.553416975817444E-005;-1.297559562441802E-007;5.295146608290408E-001;-8.376880041807222E-001;1.255592471689016E-005;-3.074233941760409E-005;4.250226858432789E-005;-7.238402546058223E-005;2.107671649207191E-006;-7.913451043205146E-007;-8.444956458440898E-006;1.395842376558291E-007;3.269519100028425E-001;-8.930797428631489E-002;3.269519100028425E-001;-8.930797428631489E-002;
4.408952304609219E+009;-7.738822820511637E-002;-5.684541473599696E-001;-7.086509354720168E-007;-4.578467684941084E-005;7.527130780531764E-006;-4.895011354370472E-007;2.455849954724337E-005;-5.277243957570594E-005;3.680838731196957E-006;-1.494639829684297E-005;3.136686387115667E-001;-1.441289643284681E-001;4.611759754627413E-006;5.657895645366799E-006;2.122735639671717E-005;2.489319666571738E-005;5.701203882622467E-006;-2.636372059407207E-005;-4.946447647562610E-006;-3.152070440305624E-006;5.222474048702661E-001;-8.410116904085511E-001;5.679584339065602E-006;-6.996285658186000E-006;-7.086509354720168E-007;-4.578467684941084E-005;-9.298034925610787E-006;-1.391960879572150E-005;-1.488108270762979E-007;2.596491054150878E-006;3.136686387115667E-001;-1.441289643284681E-001;3.136686387115667E-001;-1.441289643284681E-001;
4.424983767535070E+009;-1.098019459170994E-001;-5.371954537770061E-001;-3.038000512060265E-005;-1.065887266594422E-004;5.130019830392683E-007;1.313781716206181E-006;3.689472637591253E-006;-1.017210076317172E-004;-7.846726974409579E-006;3.184662465238167E-005;2.907031096362169E-001;-1.951924754065684E-001;4.056188330756888E-006;-7.470173343553769E-006;-3.933320165633098E-006;1.129043721184842E-005;2.008769807578624E-005;9.207983184125589E-006;8.670214060111813E-006;-7.018225418981903E-006;5.170012217328452E-001;-8.453303241902046E-001;2.456751864198768E-005;-5.978662905348588E-007;-3.038000512060265E-005;-1.065887266594422E-004;-1.350326031803638E-005;-5.752132042020101E-006;6.711008355944656E-006;2.733150664442690E-006;2.907031096362169E-001;-1.951924754065684E-001;2.907031096362169E-001;-1.951924754065684E-001;
4.441015230460921E+009;-1.397729930339291E-001;-5.036348824245008E-001;-5.340945144175232E-005;-3.256257134036421E-005;6.017631558341809E-006;5.830277609150851E-006;-8.391379124989785E-005;-4.169561145720213E-005;1.263174654381630E-006;3.810065935073732E-005;2.615338585889841E-001;-2.426157877987252E-001;-6.129102479578224E-006;1.325766759721311E-006;-2.317998568129240E-006;7.220522090158850E-006;2.149206032692110E-005;3.102795116276504E-006;-1.285851302890757E-005;9.815093004466933E-006;5.137871415838016E-001;-8.511361865616688E-001;6.713351056609291E-006;-1.775963239579236E-005;-5.340945144175232E-005;-3.256257134036421E-005;-6.252754999609761E-006;9.949180117380171E-006;-7.988630199772736E-006;-6.174769166507216E-006;2.615338585889841E-001;-2.426157877987252E-001;2.615338585889841E-001;-2.426157877987252E-001;
4.457046693386773E+009;-1.802405742011834E-001;-4.838084644536022E-001;-4.328346399094627E-005;4.355466055765868E-006;-7.619023727537417E-006;-6.918703099777503E-006;-2.604354869474719E-005;2.813440317968710E-005;-1.890628331277332E-005;-3.470221538794248E-006;2.218038564370899E-001;-2.843745626918677E-001;-1.921912811102177E-006;3.125914950476137E-006;-1.373526755997915E-005;-2.086492898606408E-005;6.976258591614548E-006;1.734176919320274E-005;3.136133036539883E-006;5.312680127279889E-006;5.139316882624665E-001;-8.479278374595543E-001;-3.927299940882770E-006;-4.172312918476240E-006;-4.328346399094627E-005;4.355466055765868E-006;-1.028573519147344E-005;-2.262301262404874E-005;-1.173456524089478E-005;9.520789377497032E-007;2.218038564370899E-001;-2.843745626918677E-001;2.218038564370899E-001;-2.843745626918677E-001;
4.473078156312625E+009;-1.789542013176356E-001;-4.235799861908425E-001;2.677820079908135E-005;2.624242581742907E-005;-2.882213951636511E-006;-6.618106974508055E-006;-3.074155714927309E-006;-1.698269338976222E-005;2.244793466226843E-005;1.076890666532726E-005;1.758140774473501E-001;-3.214290092977662E-001;4.400381057757998E-006;-3.333316215399882E-006;9.427333573881047E-006;-1.712632761383885E-005;6.369187730810259E-007;4.516786468919498E-006;7.953518903413866E-006;5.713913470659111E-006;5.210292735204292E-001;-8.347219126182247E-001;9.989062078809141E-006;1.724388612272859E-006;2.677820079908135E-005;2.624242581742907E-005;-8.365155462183691E-008;-2.386008412607906E-006;5.071930309615404E-006;3.649027576173636E-006;1.758140774473501E-001;-3.214290092977662E-001;1.758140774473501E-001;-3.214290092977662E-001;
4.489109619238477E+009;-2.411497585332623E-001;-3.820146039862289E-001;-7.994167146604175E-006;-1.986504761757732E-005;-5.871253752690228E-006;-3.572792402132392E-006;-2.558016505544839E-005;2.773696622173619E-006;-1.715963200102643E-005;6.882425526488854E-006;1.230858080056780E-001;-3.505907622874956E-001;-1.070052818230762E-006;-2.708550964589045E-007;2.583838281423926E-006;-9.838767092648357E-006;-1.112638269308682E-005;1.051919907978719E-005;-7.639559742210050E-006;1.420276145097677E-006;5.239654382743189E-001;-8.197386542256202E-001;1.975666877249508E-005;-2.582032037661998E-005;-7.994167146604175E-006;-1.986504761757732E-005;-1.385549474946902E-005;4.807668564044355E-006;1.108218955211134E-005;1.521835415528591E-005;1.230858080056780E-001;-3.505907622874956E-001;1.230858080056780E-001;-3.505907622874956E-001;
4.505141082164329E+009;-2.337378106943298E-001;-3.510560314291971E-001;-1.315822375380505E-005;-2.712782352289513E-005;-9.294777198044798E-007;-7.540190830528724E-006;1.828324550433796E-005;1.717709781941264E-005;-1.604385124504862E-005;-8.414375052868153E-006;6.568754267907312E-002;-3.708381759777024E-001;1.883853584824069E-006;4.012972037607141E-006;-9.011397604458432E-006;1.021660886355284E-005;-1.063626250950736E-005;-2.295960939698581E-005;9.882981343931577E-006;-1.359908935119630E-005;5.249043081904351E-001;-8.096531825119536E-001;4.027543038730774E-006;6.831534165077376E-006;-1.315822375380505E-005;-2.712782352289513E-005;1.891247268101554E-007;1.605043495388981E-005;-1.577759506034956E-005;-1.072650364983140E-006;6.568754267907312E-002;-3.708381759777024E-001;6.568754267907312E-002;-3.708381759777024E-001;
4.521172545090180E+009;-2.689104995259632E-001;-2.888467278380376E-001;1.451737711574434E-005;-1.803457667561483E-005;-4.670349364718267E-006;-2.882303536464590E-006;-1.513199750714930E-005;-4.582599514372572E-005;1.198724996449539E-005;1.679392774707238E-005;5.628659214557949E-003;-3.817350904921480E-001;-8.964904044247982E-006;3.554021670311564E-006;-9.625306681786066E-006;-4.674295445648418E-006;-2.485631429963353E-005;4.723743861159586E-007;-3.360205771855009E-006;2.357648331046857E-005;5.171879579716087E-001;-8.137391791795198E-001;2.828865453186007E-005;2.169590929070516E-005;1.451737711574434E-005;-1.803457667561483E-005;1.611857364447708E-005;-2.477767023641568E-005;-1.755738567653105E-006;-2.149765916358911E-006;5.628659214557949E-003;-3.817350904921480E-001;5.628659214557949E-003;-3.817350904921480E-001;
4.537204008016032E+009;-2.660185188009585E-001;-2.785333374949755E-001;1.406883497851091E-006;-1.006236897676442E-004;4.188000849495285E-006;-7.242309900731547E-008;2.457353500661095E-005;-4.706632762497142E-005;-2.344883923214574E-005;2.597406569340311E-005;-5.599421871030915E-002;-3.837734945718933E-001;8.080130886356792E-006;2.997756688954823E-007;-1.492845415839970E-005;-5.526868114985380E-006;-9.255823502112893E-006;-5.278129919673910E-006;8.768113612907783E-006;5.992541072485134E-007;5.053451238369578E-001;-8.437856106722762E-001;-1.210238826082895E-005;-1.466519758986256E-005;1.406883497851091E-006;-1.006236897676442E-004;6.529174648147379E-006;8.554886921814217E-006;-2.780133746131959E-006;7.786700905168352E-006;-5.599421871030915E-002;-3.837734945718933E-001;-5.599421871030915E-002;-3.837734945718933E-001;
4.553235470941883E+009;-2.672281250535848E-001;-2.190323062187871E-001;5.712768559824100E-005;-8.259504983700108E-005;-2.322911559690958E-007;-1.147539639747250E-006;5.504493812425327E-005;-5.871429469573488E-005;-2.229629568085834E-005;-1.226632730396197E-005;-1.173620409304483E-001;-3.757501804182422E-001;-1.936527312112986E-007;-5.908287851856309E-006;-3.855550391845215E-006;1.999810562236944E-005;-1.275316108222772E-005;3.321364295402155E-006;9.325070840971887E-007;-1.597008247307150E-005;4.944885706168032E-001;-8.611682311941893E-001;-1.143396673791680E-006;4.384275759595300E-005;5.712768559824100E-005;-8.259504983700108E-005;-2.067744510965528E-005;-4.292030817541716E-006;9.511421067417295E-007;1.482840028561994E-006;-1.173620409304483E-001;-3.757501804182422E-001;-1.173620409304483E-001;-3.757501804182422E-001;
4.569266933867735E+009;-2.534271337102902E-001;-2.032039904174044E-001;-3.699330244772937E-005;-1.453445694486653E-004;2.274885975073758E-006;1.808828111610930E-006;4.298749313702008E-005;-9.827931209114680E-005;3.682861646775033E-005;9.382147396508779E-006;-1.765726199784220E-001;-3.583995982152630E-001;4.964035700465798E-006;5.759768860502441E-007;-1.237356359576727E-005;5.095255831226047E-009;4.146287510597114E-005;-6.363390733222439E-006;2.928130419374145E-006;1.810129858719622E-006;4.841721595192144E-001;-8.693759956333135E-001;1.280697286293945E-005;-3.558689479330582E-006;-3.699330244772937E-005;-1.453445694486653E-004;1.967295347595983E-005;-1.065020620588309E-005;3.275998315707012E-006;-7.322536692130653E-006;-1.765726199784220E-001;-3.583995982152630E-001;-1.765726199784220E-001;-3.583995982152630E-001;
4.585298396793587E+009;-2.458113145308363E-001;-1.537650245130836E-001;-5.694404698857968E-006;-7.472889378127349E-005;2.426092443554390E-006;1.169090747248411E-005;1.557551311013604E-005;-6.498881097279042E-005;-8.684409866834401E-006;-3.308080708590617E-005;-2.319130617186851E-001;-3.302552988167516E-001;4.809450088987352E-007;8.593939883321100E-006;-2.867968105309527E-005;-1.488161773146271E-005;-1.332989067194406E-005;1.941995134746978E-005;-9.023760133202481E-006;-2.607863805241759E-006;4.756149164180266E-001;-8.730550707133097E-001;-1.091913858561753E-005;-1.451504120493997E-005;-5.694404698857968E-006;-7.472889378127349E-005;-5.512351803354654E-006;-4.485641737100364E-005;-5.989086089437567E-006;2.026713093699417E-006;-2.319130617186851E-001;-3.302552988167516E-001;-2.319130617186851E-001;-3.302552988167516E-001;
4.601329859719439E+009;-1.971766949770713E-001;-1.429401318396397E-001;-1.995307190679643E-005;-3.674760691093277E-005;8.655962390922062E-006;1.820362145264886E-006;-3.603280071346278E-006;-3.951765132058239E-005;-1.736229975616307E-006;1.042573362053692E-005;-2.825294727227994E-001;-2.936649827370155E-001;4.544958097839530E-006;5.773391498259431E-006;1.099103496695803E-005;-7.459264870908788E-006;-1.145775830619917E-005;3.863181131995417E-006;-2.030270323456984E-007;1.846093140422095E-005;4.678757444185214E-001;-8.765391410791572E-001;-1.480218317144750E-006;2.359636131920991E-005;-1.995307190679643E-005;-3.674760691093277E-005;-1.169979401064963E-005;-1.738635797573990E-005;-5.926662501076983E-006;-6.269600102386229E-006;-2.825294727227994E-001;-2.936649827370155E-001;-2.825294727227994E-001;-2.936649827370155E-001;
4.617361322645290E+009;-1.954903351536733E-001;-5.472492555743297E-002;2.296412343236140E-005;-4.465545304844187E-005;-2.004500239100621E-007;-2.912383685069498E-006;1.762842898396333E-005;-2.452997971484656E-005;-1.467963584127727E-005;7.105894422378054E-006;-3.260566835022193E-001;-2.477378963433533E-001;5.390266704115777E-006;4.028848663750905E-006;-6.031815810600837E-006;1.424883343607990E-005;2.643932909744912E-005;-9.492801538541057E-006;-5.646543669348966E-006;-5.757088076880890E-006;4.592687261383774E-001;-8.781757961640863E-001;9.103329821095976E-006;-2.943822698922005E-005;2.296412343236140E-005;-4.465545304844187E-005;-1.049120762553929E-005;1.877690611103830E-005;2.523664845102903E-006;5.448473501273362E-006;-3.260566835022193E-001;-2.477378963433533E-001;-3.260566835022193E-001;-2.477378963433533E-001;
4.633392785571142E+009;-1.904024519410789E-001;-9.430868866091502E-002;-4.473037266361449E-005;-2.044654696072897E-005;-1.505725781356696E-006;-2.109661318644557E-006;-1.192040716745918E-005;-1.508382742622501E-005;-7.560024176413871E-006;-8.253401282648627E-006;-3.627304369468173E-001;-1.958420310457373E-001;-7.890046283898927E-006;2.028340396409732E-006;3.560671009712228E-007;-2.628634335867821E-005;3.089681800610676E-005;1.156682956101082E-005;-8.551454195533520E-007;1.703032714957044E-005;4.536666349457310E-001;-8.783157316321293E-001;5.068562519040249E-006;-9.601632809203198E-006;-4.473037266361449E-005;-2.044654696072897E-005;1.233669906336599E-006;-1.291109879102576E-005;5.899355682274676E-006;8.761372069601845E-006;-3.627304369468173E-001;-1.958420310457373E-001;-3.627304369468173E-001;-1.958420310457373E-001;
4.649424248496994E+009;-1.264526683347729E-001;-4.778925523819861E-002;-1.535785897618554E-005;-5.076376063227200E-006;-2.415185441659354E-006;-5.235618706073692E-007;-4.610906116066821E-005;8.719026820217340E-006;1.186886932581944E-006;-1.585906812150428E-005;-3.898757767515576E-001;-1.383293353909350E-001;6.056495118437057E-006;1.633672539857485E-006;5.361707453029098E-006;-1.997215821790313E-005;-1.069868504366165E-005;5.946851192291784E-006;1.218230901190724E-005;-6.806951004024411E-006;4.480422782458643E-001;-8.775305299435031E-001;-1.070662316943269E-005;1.548616482072004E-005;-1.535785897618554E-005;-5.076376063227200E-006;4.779793744560304E-006;-1.837782770797900E-005;-2.083103924948930E-006;-1.249880792529240E-005;-3.898757767515576E-001;-1.383293353909350E-001;-3.898757767515576E-001;-1.383293353909350E-001;
4.665455711422846E+009;-1.253295451397516E-001;-5.724301153540069E-002;-4.813037963712151E-005;-6.337866702355727E-005;-9.007683604317450E-007;5.561209953373870E-006;1.339394257704979E-006;-3.956391549863375E-006;-1.632029219228381E-005;-1.062673026228516E-005;-4.087663767419709E-001;-7.854748953627527E-002;-1.365545237591699E-006;1.193708952545906E-006;1.865370977668396E-005;-4.094933647680125E-005;1.794774323130456E-005;-1.366412848530104E-006;-3.006852871660582E-006;1.080544478885922E-007;4.461859395002590E-001;-8.775656381980430E-001;7.197672495795146E-006;-9.906062189381152E-006;-4.813037963712151E-005;-6.337866702355727E-005;3.437372929427315E-006;-2.037886217614846E-005;-6.152793008637831E-006;-2.011685260513887E-006;-4.087663767419709E-001;-7.854748953627527E-002;-4.087663767419709E-001;-7.854748953627527E-002;
4.681487174348698E+009;-7.375738134845816E-002;-4.515432405683725E-002;-2.841177897867302E-005;-3.222250127786999E-005;1.667547656431974E-006;-7.380207038062132E-007;1.038445276377845E-005;1.758076303689701E-005;-1.725209830518383E-005;-3.016276174102001E-005;-4.170076023233907E-001;-1.633161993398104E-002;-1.359621312922784E-006;5.981096044802507E-006;7.159869132707462E-006;1.203705745169159E-006;-1.166901012474307E-006;2.006354538516738E-005;1.172251840432039E-005;-5.757042014440713E-006;4.441116871057139E-001;-8.797928844554094E-001;-1.008094456770041E-005;-1.381690442563845E-005;-2.841177897867302E-005;-3.222250127786999E-005;-2.975444537617441E-006;-2.064223087549100E-005;-4.967789748808439E-006;8.107294120675881E-006;-4.170076023233907E-001;-1.633161993398104E-002;-4.170076023233907E-001;-1.633161993398104E-002;
4.697518637274549E+009;-5.329369256539951E-002;-6.425914504971139E-002;-6.855125433644657E-005;-3.894542433084036E-005;2.520428317523767E-006;1.927138930790982E-006;-4.818290895726343E-005;1.932425148763622E-005;1.120702486110075E-005;-1.923064884621012E-005;-4.159217592537287E-001;4.448655159339290E-002;-4.243540205076919E-006;2.551160432597605E-006;2.571830031942942E-005;-2.369209270962936E-005;-8.187237653000985E-006;-3.574101992133692E-005;1.151933287882806E-005;1.127000181627520E-005;4.411347820211026E-001;-8.835301819360896E-001;-1.492146504543847E-006;-9.710321444701496E-006;-6.855125433644657E-005;-3.894542433084036E-005;4.762281593504717E-007;-9.086207579263265E-006;1.134354667278090E-005;-2.744196284883137E-006;-4.159217592537287E-001;4.448655159339290E-002;-4.159217592537287E-001;4.448655159339290E-002;
4.713550100200400E+009;-1.163450281870596E-002;-4.588929706257049E-002;1.470689279198848E-005;-4.091393717950054E-005;-5.787488777313078E-006;-3.273590935655944E-006;-2.278620096161627E-005;-2.055836976925742E-006;-3.071062434748267E-005;-2.244913837553413E-005;-4.045297106031976E-001;1.037801332832601E-001;-9.522548873552883E-006;-3.150522920838765E-006;-1.003569631766286E-005;6.402689355359284E-006;-2.763339443633911E-006;-1.978706405697244E-006;-1.128218276046365E-005;-2.245313951747201E-006;4.373916872281702E-001;-8.873556178549632E-001;1.556581243780644E-005;-1.731647978347482E-006;1.470689279198848E-005;-4.091393717950054E-005;3.711350435029167E-006;-1.662894940867613E-005;3.396747405794475E-006;-1.549428574037944E-006;-4.045297106031976E-001;1.037801332832601E-001;-4.045297106031976E-001;1.037801332832601E-001;
4.729581563126252E+009;-2.114120841326625E-002;-9.154453479613801E-002;1.987685995540536E-005;2.147774402058663E-005;4.090607156428730E-006;-6.292190989484220E-006;4.686304520915754E-006;2.184440461909198E-005;2.789867730207318E-005;1.361847859101429E-005;-3.841068584205368E-001;1.593855700042581E-001;-1.166910853295757E-006;-2.898538162120529E-006;-1.988995264097823E-005;-1.374043568503550E-005;1.705348759593957E-005;2.106426737178169E-006;-2.523650753136326E-006;-1.844528917832966E-005;4.330715033492720E-001;-8.896311062240150E-001;-2.164079267997367E-005;-3.037542493570714E-006;1.987685995540536E-005;2.147774402058663E-005;-4.302399742295271E-005;5.060426826850911E-006;1.379603529356854E-006;-1.508109115127271E-006;-3.841068584205368E-001;1.593855700042581E-001;-3.841068584205368E-001;1.593855700042581E-001;
4.745613026052104E+009;5.048934139546261E-002;-9.489565128089503E-002;-8.301956367315444E-006;-1.487865247089815E-005;9.510870486786391E-006;5.071989457761035E-006;-4.479303664613815E-005;-5.451271302993806E-005;-9.734788246355636E-006;1.485814765284059E-005;-3.542908506723288E-001;2.103101299428727E-001;7.158452943323097E-006;-6.874036720927257E-007;4.005275544338421E-006;-7.402182847149754E-006;7.463364409288729E-006;1.603365794738367E-005;-1.039930034610995E-005;-2.804552216789879E-006;4.272783287990423E-001;-8.908984890191066E-001;3.846247885505702E-006;7.810522169680270E-006;-8.301956367315444E-006;-1.487865247089815E-005;2.667811857298734E-007;-5.672340142647262E-006;-1.535210233742374E-006;5.570188453375408E-006;-3.542908506723288E-001;2.103101299428727E-001;-3.542908506723288E-001;2.103101299428727E-001;
4.761644488977956E+009;5.998255829573022E-003;-1.066982771503861E-001;-2.299812134368517E-005;-3.360351046894161E-005;4.567296146775024E-006;-3.685716980142467E-006;-5.609085379166647E-006;-3.358777475978114E-006;2.787778059613841E-005;-1.397967563286170E-005;-3.176409579176606E-001;2.561857305378947E-001;-3.816569048520067E-007;5.979405134507146E-007;-2.338142966421575E-005;1.565287167291967E-005;1.589584076295226E-005;-3.657585749926634E-006;-5.532313274264171E-006;1.050786910755511E-006;4.194473891161775E-001;-8.915472342284859E-001;-3.193526988444366E-006;-1.871948933543451E-005;-2.299812134368517E-005;-3.360351046894161E-005;-1.003828081483463E-007;5.875665998513578E-006;1.249447713708668E-006;-8.395648570154495E-006;-3.176409579176606E-001;2.561857305378947E-001;-3.176409579176606E-001;2.561857305378947E-001;
4.777675951903808E+009;4.172517252957639E-002;-1.826643043320989E-001;5.323068582494917E-006;-1.558138418545930E-005;1.045737950886039E-005;1.195475523874431E-006;6.486139004546251E-005;-2.336012578765136E-005;1.655240273445645E-005;3.283996456001879E-006;-2.729493093928406E-001;2.955401939527689E-001;-3.385014431318859E-006;1.555073661417353E-007;-3.122314784753886E-005;1.370323072343564E-005;-1.144620187034613E-005;1.702353636876941E-005;3.690405175345034E-006;-8.727179386335062E-006;4.086485930143685E-001;-8.928657801820183E-001;9.635633567634705E-006;-5.779503061456366E-006;5.323068582494917E-006;-1.558138418545930E-005;-2.573507494735950E-005;3.181967616703277E-005;1.541296123377760E-006;7.346599109595272E-007;-2.729493093928406E-001;2.955401939527689E-001;-2.729493093928406E-001;2.955401939527689E-001;
4.793707414829660E+009;6.430662204695892E-002;-1.828891656031239E-001;3.970033238031659E-005;6.629518493782003E-006;3.081720303092817E-006;-6.251732550433191E-006;9.519893762120719E-006;3.812282282024574E-006;2.903806901965795E-005;9.536736523376576E-006;-2.251980200695580E-001;3.273026153994477E-001;3.776068198602593E-006;7.020389413535910E-007;-1.372293325754022E-005;-4.475793581847489E-006;-1.237667267776177E-006;6.868285975392450E-007;1.085502662398844E-005;-5.587770143226514E-006;3.970806353638115E-001;-8.940166281681822E-001;1.636076248197385E-005;-6.292333570361581E-006;3.970033238031659E-005;6.629518493782003E-006;2.995827301046984E-006;-9.027631736391696E-006;-5.702531908993047E-006;-2.365289738042863E-006;-2.251980200695580E-001;3.273026153994477E-001;-2.251980200695580E-001;3.273026153994477E-001;
4.809738877755510E+009;4.558334971528956E-002;-2.030226057348333E-001;2.244395130732606E-005;-5.275324730001458E-005;3.670147960389042E-006;-6.183129958255051E-006;2.375615964383040E-005;-1.839077782482254E-005;-1.196724061547771E-005;-1.561643875786813E-005;-1.722901158019004E-001;3.515122366952341E-001;-2.170028088383222E-006;6.027577543004407E-007;2.192091877291273E-005;1.837219007944829E-005;-1.791382293136851E-005;8.572829762908208E-006;2.888062464187560E-006;-1.844386741472374E-006;3.877376115249499E-001;-8.951375600140096E-001;1.041666323096875E-005;1.186519142041064E-005;2.244395130732606E-005;-5.275324730001458E-005;-1.742835630652948E-006;2.072948291599077E-005;7.773502026288797E-006;-1.018944409160155E-005;-1.722901158019004E-001;3.515122366952341E-001;-1.722901158019004E-001;3.515122366952341E-001;
